Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
Round2Cat3_30989ade	team2	Вопрос за 100	game/syp.rpy	5873	team2 "[what]"
Round2Cat3_41efe3fd	team2	Вопрос за 200	game/syp.rpy	5877	team2 "[what]"
Round2Cat3_6ba4aac8	team2	Вопрос за 300	game/syp.rpy	5881	team2 "[what]"
Round2Cat3_a252cc3e	team2	Вопрос за 400	game/syp.rpy	5885	team2 "[what]"
Round2Cat3_4ddb19b7	team2	Вопрос за 500	game/syp.rpy	5889	team2 "[what]"
Round2Cat3_50939d3e_1		Этого вопроса нет	game/syp.rpy	5892	"[what]"
Round2Cat3_20157629	team3	Изобретения	game/syp.rpy	5896	team3 "[what]"
Round2Cat3_97d0018a	team3	Вопрос за 100	game/syp.rpy	5899	team3 "[what]"
Round2Cat3_5c7823aa	team3	Вопрос за 200	game/syp.rpy	5903	team3 "[what]"
Round2Cat3_126d9007	team3	Вопрос за 300	game/syp.rpy	5907	team3 "[what]"
Round2Cat3_ccdd5b84	team3	Вопрос за 400	game/syp.rpy	5911	team3 "[what]"
Round2Cat3_58e0b263	team3	Вопрос за 500	game/syp.rpy	5915	team3 "[what]"
Round2Cat3_50939d3e_2		Этого вопроса нет	game/syp.rpy	5918	"[what]"
R2Cat3Quest1_8f2feae2	leader	Вопрос за 100	game/syp.rpy	5929	leader "[what]"
R2Cat3Quest1_1e5eecca		Назовите фамилию братьев, которых считают изобретателями кинематографа.	game/syp.rpy	5930	"[what]"
R2Cat3Quest1_15c8a56f		верно	game/syp.rpy	5934	"[what]"
R2Cat3Quest1_ece83569		неверно	game/syp.rpy	5942	"[what]"
R2Cat3Quest1_047f403b		Люмьер	game/syp.rpy	5943	"[what]"
R2Cat3Quest1_ece83569_1		неверно	game/syp.rpy	5951	"[what]"
R2Cat3Quest1_047f403b_1		Люмьер	game/syp.rpy	5952	"[what]"
R2Cat3Quest1_ece83569_2		неверно	game/syp.rpy	5960	"[what]"
R2Cat3Quest1_047f403b_2		Люмьер	game/syp.rpy	5961	"[what]"
R2Cat3Quest1_047f403b_3		Люмьер	game/syp.rpy	5971	"[what]"
R2Cat3Quest1_15c8a56f_1		верно	game/syp.rpy	5972	"[what]"
R2Cat3Quest1_a4a4d776		Клименко	game/syp.rpy	5979	"[what]"
R2Cat3Quest1_ece83569_3		неверно	game/syp.rpy	5980	"[what]"
R2Cat3Quest1_047f403b_4		Люмьер	game/syp.rpy	5981	"[what]"
R2Cat3Quest1_913f4e97		Люмен	game/syp.rpy	5988	"[what]"
R2Cat3Quest1_ece83569_4		неверно	game/syp.rpy	5989	"[what]"
R2Cat3Quest1_047f403b_5		Люмьер	game/syp.rpy	5990	"[what]"
R2Cat3Quest1_5ac5d32f		Томпсон	game/syp.rpy	5997	"[what]"
R2Cat3Quest1_ece83569_5		неверно	game/syp.rpy	5998	"[what]"
R2Cat3Quest1_047f403b_6		Люмьер	game/syp.rpy	5999	"[what]"
R2Cat3Quest1_047f403b_7		Люмьер	game/syp.rpy	6009	"[what]"
R2Cat3Quest1_15c8a56f_2		верно	game/syp.rpy	6010	"[what]"
R2Cat3Quest1_a4a4d776_1		Клименко	game/syp.rpy	6017	"[what]"
R2Cat3Quest1_ece83569_6		неверно	game/syp.rpy	6018	"[what]"
R2Cat3Quest1_047f403b_8		Люмьер	game/syp.rpy	6019	"[what]"
R2Cat3Quest1_913f4e97_1		Люмен	game/syp.rpy	6026	"[what]"
R2Cat3Quest1_ece83569_7		неверно	game/syp.rpy	6027	"[what]"
R2Cat3Quest1_047f403b_9		Люмьер	game/syp.rpy	6028	"[what]"
R2Cat3Quest1_5ac5d32f_1		Томпсон	game/syp.rpy	6035	"[what]"
R2Cat3Quest1_ece83569_8		неверно	game/syp.rpy	6036	"[what]"
R2Cat3Quest1_047f403b_10		Люмьер	game/syp.rpy	6037	"[what]"
R2Cat3Quest1_047f403b_11		Люмьер	game/syp.rpy	6047	"[what]"
R2Cat3Quest1_15c8a56f_3		верно	game/syp.rpy	6048	"[what]"
R2Cat3Quest1_a4a4d776_2		Клименко	game/syp.rpy	6055	"[what]"
R2Cat3Quest1_ece83569_9		неверно	game/syp.rpy	6056	"[what]"
R2Cat3Quest1_047f403b_12		Люмьер	game/syp.rpy	6057	"[what]"
R2Cat3Quest1_913f4e97_2		Люмен	game/syp.rpy	6064	"[what]"
R2Cat3Quest1_ece83569_10		неверно	game/syp.rpy	6065	"[what]"
R2Cat3Quest1_047f403b_13		Люмьер	game/syp.rpy	6066	"[what]"
R2Cat3Quest1_5ac5d32f_2		Томпсон	game/syp.rpy	6073	"[what]"
R2Cat3Quest1_ece83569_11		неверно	game/syp.rpy	6074	"[what]"
R2Cat3Quest1_047f403b_14		Люмьер	game/syp.rpy	6075	"[what]"
R2Cat3Quest2_b2042386	leader	Вопрос за 200	game/syp.rpy	6090	leader "[what]"
R2Cat3Quest2_dae90d9f		кто в 1901 году получил патент как изобретатель обычной бритвы?	game/syp.rpy	6091	"[what]"
R2Cat3Quest2_15c8a56f		верно	game/syp.rpy	6095	"[what]"
R2Cat3Quest2_ece83569		неверно	game/syp.rpy	6103	"[what]"
R2Cat3Quest2_e513c04c		Жиллетт	game/syp.rpy	6104	"[what]"
R2Cat3Quest2_ece83569_1		неверно	game/syp.rpy	6112	"[what]"
R2Cat3Quest2_e513c04c_1		Жиллетт	game/syp.rpy	6113	"[what]"
R2Cat3Quest2_ece83569_2		неверно	game/syp.rpy	6121	"[what]"
R2Cat3Quest2_e513c04c_2		Жиллетт	game/syp.rpy	6122	"[what]"
R2Cat3Quest2_e513c04c_3		Жиллетт	game/syp.rpy	6132	"[what]"
R2Cat3Quest2_15c8a56f_1		верно	game/syp.rpy	6133	"[what]"
R2Cat3Quest2_28be72cf		Роберт Кох	game/syp.rpy	6140	"[what]"
R2Cat3Quest2_ece83569_3		неверно	game/syp.rpy	6141	"[what]"
R2Cat3Quest2_e513c04c_4		Жиллетт	game/syp.rpy	6142	"[what]"
R2Cat3Quest2_274eb3b8		Пипин Короткий	game/syp.rpy	6149	"[what]"
R2Cat3Quest2_ece83569_4		неверно	game/syp.rpy	6150	"[what]"
R2Cat3Quest2_e513c04c_5		Жиллетт	game/syp.rpy	6151	"[what]"
R2Cat3Quest2_1b8a762b		Олежик	game/syp.rpy	6158	"[what]"
R2Cat3Quest2_ece83569_5		неверно	game/syp.rpy	6159	"[what]"
R2Cat3Quest2_e513c04c_6		Жиллетт	game/syp.rpy	6160	"[what]"
R2Cat3Quest2_e513c04c_7		Жиллетт	game/syp.rpy	6170	"[what]"
R2Cat3Quest2_15c8a56f_2		верно	game/syp.rpy	6171	"[what]"
R2Cat3Quest2_28be72cf_1		Роберт Кох	game/syp.rpy	6178	"[what]"
R2Cat3Quest2_ece83569_6		неверно	game/syp.rpy	6179	"[what]"
R2Cat3Quest2_e513c04c_8		Жиллетт	game/syp.rpy	6180	"[what]"
R2Cat3Quest2_274eb3b8_1		Пипин Короткий	game/syp.rpy	6187	"[what]"
R2Cat3Quest2_ece83569_7		неверно	game/syp.rpy	6188	"[what]"
R2Cat3Quest2_e513c04c_9		Жиллетт	game/syp.rpy	6189	"[what]"
R2Cat3Quest2_1b8a762b_1		Олежик	game/syp.rpy	6196	"[what]"
R2Cat3Quest2_ece83569_8		неверно	game/syp.rpy	6197	"[what]"
R2Cat3Quest2_e513c04c_10		Жиллетт	game/syp.rpy	6198	"[what]"
R2Cat3Quest2_e513c04c_11		Жиллетт	game/syp.rpy	6208	"[what]"
R2Cat3Quest2_15c8a56f_3		верно	game/syp.rpy	6209	"[what]"
R2Cat3Quest2_28be72cf_2		Роберт Кох	game/syp.rpy	6216	"[what]"
R2Cat3Quest2_ece83569_9		неверно	game/syp.rpy	6217	"[what]"
R2Cat3Quest2_e513c04c_12		Жиллетт	game/syp.rpy	6218	"[what]"
R2Cat3Quest2_274eb3b8_2		Пипин Короткий	game/syp.rpy	6225	"[what]"
R2Cat3Quest2_ece83569_10		неверно	game/syp.rpy	6226	"[what]"
R2Cat3Quest2_e513c04c_13		Жиллетт	game/syp.rpy	6227	"[what]"
R2Cat3Quest2_1b8a762b_2		Олежик	game/syp.rpy	6234	"[what]"
R2Cat3Quest2_ece83569_11		неверно	game/syp.rpy	6235	"[what]"
R2Cat3Quest2_e513c04c_14		Жиллетт	game/syp.rpy	6236	"[what]"
R2Cat3Quest3_fe9df662	leader	Вопрос за 300	game/syp.rpy	6251	leader "[what]"
R2Cat3Quest3_79fdf20e		Кто изобрёл создал универсальную техническую схему?	game/syp.rpy	6252	"[what]"
R2Cat3Quest3_15c8a56f		верно	game/syp.rpy	6256	"[what]"
R2Cat3Quest3_ece83569		неверно	game/syp.rpy	6264	"[what]"
R2Cat3Quest3_e9972ae7		Алан Тьюринг	game/syp.rpy	6265	"[what]"
R2Cat3Quest3_ece83569_1		неверно	game/syp.rpy	6273	"[what]"
R2Cat3Quest3_e9972ae7_1		Алан Тьюринг	game/syp.rpy	6274	"[what]"
R2Cat3Quest3_ece83569_2		неверно	game/syp.rpy	6282	"[what]"
R2Cat3Quest3_e9972ae7_2		Алан Тьюринг	game/syp.rpy	6283	"[what]"
R2Cat3Quest3_e9972ae7_3		Алан Тьюринг	game/syp.rpy	6293	"[what]"
R2Cat3Quest3_15c8a56f_1		верно	game/syp.rpy	6294	"[what]"
R2Cat3Quest3_d35d50c6		Конрад Цузе	game/syp.rpy	6301	"[what]"
R2Cat3Quest3_ece83569_3		неверно	game/syp.rpy	6302	"[what]"
R2Cat3Quest3_e9972ae7_4		Алан Тьюринг	game/syp.rpy	6303	"[what]"
R2Cat3Quest3_67e84321		Джон Атанасов	game/syp.rpy	6310	"[what]"
R2Cat3Quest3_ece83569_4		неверно	game/syp.rpy	6311	"[what]"
R2Cat3Quest3_e9972ae7_5		Алан Тьюринг	game/syp.rpy	6312	"[what]"
R2Cat3Quest3_3e8121d3		Джон Мокли	game/syp.rpy	6319	"[what]"
R2Cat3Quest3_ece83569_5		неверно	game/syp.rpy	6320	"[what]"
R2Cat3Quest3_e9972ae7_6		Алан Тьюринг	game/syp.rpy	6321	"[what]"
R2Cat3Quest3_e9972ae7_7		Алан Тьюринг	game/syp.rpy	6331	"[what]"
R2Cat3Quest3_15c8a56f_2		верно	game/syp.rpy	6332	"[what]"
R2Cat3Quest3_d35d50c6_1		Конрад Цузе	game/syp.rpy	6339	"[what]"
R2Cat3Quest3_ece83569_6		неверно	game/syp.rpy	6340	"[what]"
R2Cat3Quest3_e9972ae7_8		Алан Тьюринг	game/syp.rpy	6341	"[what]"
R2Cat3Quest3_67e84321_1		Джон Атанасов	game/syp.rpy	6348	"[what]"
R2Cat3Quest3_ece83569_7		неверно	game/syp.rpy	6349	"[what]"
R2Cat3Quest3_e9972ae7_9		Алан Тьюринг	game/syp.rpy	6350	"[what]"
R2Cat3Quest3_3e8121d3_1		Джон Мокли	game/syp.rpy	6357	"[what]"
R2Cat3Quest3_ece83569_8		неверно	game/syp.rpy	6358	"[what]"
R2Cat3Quest3_e9972ae7_10		Алан Тьюринг	game/syp.rpy	6359	"[what]"
R2Cat3Quest3_e9972ae7_11		Алан Тьюринг	game/syp.rpy	6369	"[what]"
R2Cat3Quest3_15c8a56f_3		верно	game/syp.rpy	6370	"[what]"
R2Cat3Quest3_d35d50c6_2		Конрад Цузе	game/syp.rpy	6377	"[what]"
R2Cat3Quest3_ece83569_9		неверно	game/syp.rpy	6378	"[what]"
R2Cat3Quest3_e9972ae7_12		Алан Тьюринг	game/syp.rpy	6379	"[what]"
R2Cat3Quest3_67e84321_2		Джон Атанасов	game/syp.rpy	6386	"[what]"
R2Cat3Quest3_ece83569_10		неверно	game/syp.rpy	6387	"[what]"
R2Cat3Quest3_e9972ae7_13		Алан Тьюринг	game/syp.rpy	6388	"[what]"
R2Cat3Quest3_3e8121d3_2		Джон Мокли	game/syp.rpy	6395	"[what]"
R2Cat3Quest3_ece83569_11		неверно	game/syp.rpy	6396	"[what]"
R2Cat3Quest3_e9972ae7_14		Алан Тьюринг	game/syp.rpy	6397	"[what]"
R2Cat3Quest4_4227b78b	leader	Вопрос за 400	game/syp.rpy	6412	leader "[what]"
R2Cat3Quest4_e38dc853		Какой шведский фабрикант изобрел в 1896 году взрывчатое вещество динамит?	game/syp.rpy	6413	"[what]"
R2Cat3Quest4_15c8a56f		верно	game/syp.rpy	6417	"[what]"
R2Cat3Quest4_ece83569		неверно	game/syp.rpy	6425	"[what]"
R2Cat3Quest4_973177eb		ответ	game/syp.rpy	6426	"[what]"
R2Cat3Quest4_ece83569_1		неверно	game/syp.rpy	6434	"[what]"
R2Cat3Quest4_973177eb_1		ответ	game/syp.rpy	6435	"[what]"
R2Cat3Quest4_ece83569_2		неверно	game/syp.rpy	6443	"[what]"
R2Cat3Quest4_973177eb_2		ответ	game/syp.rpy	6444	"[what]"
R2Cat3Quest4_70eaa837		Альфред Нобель	game/syp.rpy	6454	"[what]"
R2Cat3Quest4_15c8a56f_1		верно	game/syp.rpy	6455	"[what]"
R2Cat3Quest4_2141e93c		Роберт Оппенгеймер	game/syp.rpy	6462	"[what]"
R2Cat3Quest4_ece83569_3		неверно	game/syp.rpy	6463	"[what]"
R2Cat3Quest4_973177eb_3		ответ	game/syp.rpy	6464	"[what]"
R2Cat3Quest4_8f996f9e		Эйнштейн	game/syp.rpy	6471	"[what]"
R2Cat3Quest4_ece83569_4		неверно	game/syp.rpy	6472	"[what]"
R2Cat3Quest4_973177eb_4		ответ	game/syp.rpy	6473	"[what]"
R2Cat3Quest4_49440de2		Николла Тесла	game/syp.rpy	6480	"[what]"
R2Cat3Quest4_ece83569_5		неверно	game/syp.rpy	6481	"[what]"
R2Cat3Quest4_973177eb_5		ответ	game/syp.rpy	6482	"[what]"
R2Cat3Quest4_70eaa837_1		Альфред Нобель	game/syp.rpy	6492	"[what]"
R2Cat3Quest4_15c8a56f_2		верно	game/syp.rpy	6493	"[what]"
R2Cat3Quest4_2141e93c_1		Роберт Оппенгеймер	game/syp.rpy	6500	"[what]"
R2Cat3Quest4_ece83569_6		неверно	game/syp.rpy	6501	"[what]"
R2Cat3Quest4_973177eb_6		ответ	game/syp.rpy	6502	"[what]"
R2Cat3Quest4_8f996f9e_1		Эйнштейн	game/syp.rpy	6509	"[what]"
R2Cat3Quest4_ece83569_7		неверно	game/syp.rpy	6510	"[what]"
R2Cat3Quest4_973177eb_7		ответ	game/syp.rpy	6511	"[what]"
R2Cat3Quest4_49440de2_1		Николла Тесла	game/syp.rpy	6518	"[what]"
R2Cat3Quest4_ece83569_8		неверно	game/syp.rpy	6519	"[what]"
R2Cat3Quest4_973177eb_8		ответ	game/syp.rpy	6520	"[what]"
R2Cat3Quest4_70eaa837_2		Альфред Нобель	game/syp.rpy	6530	"[what]"
R2Cat3Quest4_15c8a56f_3		верно	game/syp.rpy	6531	"[what]"
R2Cat3Quest4_2141e93c_2		Роберт Оппенгеймер	game/syp.rpy	6538	"[what]"
R2Cat3Quest4_ece83569_9		неверно	game/syp.rpy	6539	"[what]"
R2Cat3Quest4_973177eb_9		ответ	game/syp.rpy	6540	"[what]"
R2Cat3Quest4_8f996f9e_2		Эйнштейн	game/syp.rpy	6547	"[what]"
R2Cat3Quest4_ece83569_10		неверно	game/syp.rpy	6548	"[what]"
R2Cat3Quest4_973177eb_10		ответ	game/syp.rpy	6549	"[what]"
R2Cat3Quest4_49440de2_2		Николла Тесла	game/syp.rpy	6556	"[what]"
R2Cat3Quest4_ece83569_11		неверно	game/syp.rpy	6557	"[what]"
R2Cat3Quest4_973177eb_11		ответ	game/syp.rpy	6558	"[what]"
R2Cat3Quest5_f8b612b3	leader	Вопрос за 500	game/syp.rpy	6573	leader "[what]"
R2Cat3Quest5_a9526044		Отец атомной бомбы	game/syp.rpy	6574	"[what]"
R2Cat3Quest5_15c8a56f		верно	game/syp.rpy	6578	"[what]"
R2Cat3Quest5_ece83569		неверно	game/syp.rpy	6586	"[what]"
R2Cat3Quest5_2141e93c		Роберт Оппенгеймер	game/syp.rpy	6587	"[what]"
R2Cat3Quest5_ece83569_1		неверно	game/syp.rpy	6595	"[what]"
R2Cat3Quest5_2141e93c_1		Роберт Оппенгеймер	game/syp.rpy	6596	"[what]"
R2Cat3Quest5_ece83569_2		неверно	game/syp.rpy	6604	"[what]"
R2Cat3Quest5_2141e93c_2		Роберт Оппенгеймер	game/syp.rpy	6605	"[what]"
R2Cat3Quest5_2141e93c_3		Роберт Оппенгеймер	game/syp.rpy	6615	"[what]"
R2Cat3Quest5_15c8a56f_1		верно	game/syp.rpy	6616	"[what]"
R2Cat3Quest5_3e771bca		Манфред фон Арденне	game/syp.rpy	6623	"[what]"
R2Cat3Quest5_ece83569_3		неверно	game/syp.rpy	6624	"[what]"
R2Cat3Quest5_2141e93c_4		Роберт Оппенгеймер	game/syp.rpy	6625	"[what]"
R2Cat3Quest5_5ceeac95		Тимофеев-Ресовский 	game/syp.rpy	6632	"[what]"
R2Cat3Quest5_ece83569_4		неверно	game/syp.rpy	6633	"[what]"
R2Cat3Quest5_2141e93c_5		Роберт Оппенгеймер	game/syp.rpy	6634	"[what]"
R2Cat3Quest5_ba93889d		Отто Ган	game/syp.rpy	6641	"[what]"
R2Cat3Quest5_ece83569_5		неверно	game/syp.rpy	6642	"[what]"
R2Cat3Quest5_2141e93c_6		Роберт Оппенгеймер	game/syp.rpy	6643	"[what]"
R2Cat3Quest5_2141e93c_7		Роберт Оппенгеймер	game/syp.rpy	6653	"[what]"
R2Cat3Quest5_15c8a56f_2		верно	game/syp.rpy	6654	"[what]"
R2Cat3Quest5_3e771bca_1		Манфред фон Арденне	game/syp.rpy	6661	"[what]"
R2Cat3Quest5_ece83569_6		неверно	game/syp.rpy	6662	"[what]"
R2Cat3Quest5_2141e93c_8		Роберт Оппенгеймер	game/syp.rpy	6663	"[what]"
R2Cat3Quest5_5ceeac95_1		Тимофеев-Ресовский 	game/syp.rpy	6670	"[what]"
R2Cat3Quest5_ece83569_7		неверно	game/syp.rpy	6671	"[what]"
R2Cat3Quest5_2141e93c_9		Роберт Оппенгеймер	game/syp.rpy	6672	"[what]"
R2Cat3Quest5_ba93889d_1		Отто Ган	game/syp.rpy	6679	"[what]"
R2Cat3Quest5_ece83569_8		неверно	game/syp.rpy	6680	"[what]"
R2Cat3Quest5_2141e93c_10		Роберт Оппенгеймер	game/syp.rpy	6681	"[what]"
R2Cat3Quest5_2141e93c_11		Роберт Оппенгеймер	game/syp.rpy	6691	"[what]"
R2Cat3Quest5_15c8a56f_3		верно	game/syp.rpy	6692	"[what]"
R2Cat3Quest5_3e771bca_2		Манфред фон Арденне	game/syp.rpy	6699	"[what]"
R2Cat3Quest5_ece83569_9		неверно	game/syp.rpy	6700	"[what]"
R2Cat3Quest5_2141e93c_12		Роберт Оппенгеймер	game/syp.rpy	6701	"[what]"
R2Cat3Quest5_5ceeac95_2		Тимофеев-Ресовский 	game/syp.rpy	6708	"[what]"
R2Cat3Quest5_ece83569_10		неверно	game/syp.rpy	6709	"[what]"
R2Cat3Quest5_2141e93c_13		Роберт Оппенгеймер	game/syp.rpy	6710	"[what]"
R2Cat3Quest5_ba93889d_2		Отто Ган	game/syp.rpy	6717	"[what]"
R2Cat3Quest5_ece83569_11		неверно	game/syp.rpy	6718	"[what]"
R2Cat3Quest5_2141e93c_14		Роберт Оппенгеймер	game/syp.rpy	6719	"[what]"
Round2Cat4_8c7763d8	gg	Программирование	game/syp.rpy	6748	gg "[what]"
Round2Cat4_075fbb47	team1	Программирование	game/syp.rpy	6766	team1 "[what]"
Round2Cat4_7d102a53	team1	Вопрос за 100	game/syp.rpy	6769	team1 "[what]"
Round2Cat4_e8667ad6	team1	Вопрос за 200	game/syp.rpy	6773	team1 "[what]"
Round2Cat4_39b08480	team1	Вопрос за 300	game/syp.rpy	6777	team1 "[what]"
Round2Cat4_dfeaa346	team1	Вопрос за 400	game/syp.rpy	6781	team1 "[what]"
Round2Cat4_9f5eba14	team1	Вопрос за 500	game/syp.rpy	6785	team1 "[what]"
Round2Cat4_50939d3e		Этого вопроса нет	game/syp.rpy	6788	"[what]"
Round2Cat4_f46cf2bd	team2	Программирование	game/syp.rpy	6792	team2 "[what]"
Round2Cat4_30989ade	team2	Вопрос за 100	game/syp.rpy	6795	team2 "[what]"
Round2Cat4_41efe3fd	team2	Вопрос за 200	game/syp.rpy	6799	team2 "[what]"
Round2Cat4_6ba4aac8	team2	Вопрос за 300	game/syp.rpy	6803	team2 "[what]"
Round2Cat4_a252cc3e	team2	Вопрос за 400	game/syp.rpy	6807	team2 "[what]"
Round2Cat4_4ddb19b7	team2	Вопрос за 500	game/syp.rpy	6811	team2 "[what]"
Round2Cat4_50939d3e_1		Этого вопроса нет	game/syp.rpy	6814	"[what]"
Round2Cat4_d7caca61	team3	Программирование	game/syp.rpy	6818	team3 "[what]"
Round2Cat4_97d0018a	team3	Вопрос за 100	game/syp.rpy	6821	team3 "[what]"
Round2Cat4_5c7823aa	team3	Вопрос за 200	game/syp.rpy	6825	team3 "[what]"
Round2Cat4_126d9007	team3	Вопрос за 300	game/syp.rpy	6829	team3 "[what]"
Round2Cat4_ccdd5b84	team3	Вопрос за 400	game/syp.rpy	6833	team3 "[what]"
Round2Cat4_58e0b263	team3	Вопрос за 500	game/syp.rpy	6837	team3 "[what]"
Round2Cat4_50939d3e_2		Этого вопроса нет	game/syp.rpy	6840	"[what]"
R2Cat4Quest1_8f2feae2	leader	Вопрос за 100	game/syp.rpy	6851	leader "[what]"
R2Cat4Quest1_19388b13		Какая единица измерения не относится к измерению информации	game/syp.rpy	6852	"[what]"
R2Cat4Quest1_15c8a56f		верно	game/syp.rpy	6856	"[what]"
R2Cat4Quest1_ece83569		неверно	game/syp.rpy	6864	"[what]"
R2Cat4Quest1_c461bde8		Герц	game/syp.rpy	6865	"[what]"
R2Cat4Quest1_ece83569_1		неверно	game/syp.rpy	6873	"[what]"
R2Cat4Quest1_c461bde8_1		Герц	game/syp.rpy	6874	"[what]"
R2Cat4Quest1_ece83569_2		неверно	game/syp.rpy	6882	"[what]"
R2Cat4Quest1_c461bde8_2		Герц	game/syp.rpy	6883	"[what]"
R2Cat4Quest1_c461bde8_3		Герц	game/syp.rpy	6893	"[what]"
R2Cat4Quest1_15c8a56f_1		верно	game/syp.rpy	6894	"[what]"
R2Cat4Quest1_16ed88e6		Килобит	game/syp.rpy	6901	"[what]"
R2Cat4Quest1_ece83569_3		неверно	game/syp.rpy	6902	"[what]"
R2Cat4Quest1_c461bde8_4		Герц	game/syp.rpy	6903	"[what]"
R2Cat4Quest1_2b2e75a0		Петабайт	game/syp.rpy	6910	"[what]"
R2Cat4Quest1_ece83569_4		неверно	game/syp.rpy	6911	"[what]"
R2Cat4Quest1_c461bde8_5		Герц	game/syp.rpy	6912	"[what]"
R2Cat4Quest1_7f0b075c		Гигабайт	game/syp.rpy	6919	"[what]"
R2Cat4Quest1_ece83569_5		неверно	game/syp.rpy	6920	"[what]"
R2Cat4Quest1_c461bde8_6		Герц	game/syp.rpy	6921	"[what]"
R2Cat4Quest1_c461bde8_7		Герц	game/syp.rpy	6931	"[what]"
R2Cat4Quest1_15c8a56f_2		верно	game/syp.rpy	6932	"[what]"
R2Cat4Quest1_16ed88e6_1		Килобит	game/syp.rpy	6939	"[what]"
R2Cat4Quest1_ece83569_6		неверно	game/syp.rpy	6940	"[what]"
R2Cat4Quest1_c461bde8_8		Герц	game/syp.rpy	6941	"[what]"
R2Cat4Quest1_2b2e75a0_1		Петабайт	game/syp.rpy	6948	"[what]"
R2Cat4Quest1_ece83569_7		неверно	game/syp.rpy	6949	"[what]"
R2Cat4Quest1_c461bde8_9		Герц	game/syp.rpy	6950	"[what]"
R2Cat4Quest1_7f0b075c_1		Гигабайт	game/syp.rpy	6957	"[what]"
R2Cat4Quest1_ece83569_8		неверно	game/syp.rpy	6958	"[what]"
R2Cat4Quest1_c461bde8_10		Герц	game/syp.rpy	6959	"[what]"
R2Cat4Quest1_c461bde8_11		Герц	game/syp.rpy	6969	"[what]"
R2Cat4Quest1_15c8a56f_3		верно	game/syp.rpy	6970	"[what]"
R2Cat4Quest1_16ed88e6_2		Килобит	game/syp.rpy	6977	"[what]"
R2Cat4Quest1_ece83569_9		неверно	game/syp.rpy	6978	"[what]"
R2Cat4Quest1_c461bde8_12		Герц	game/syp.rpy	6979	"[what]"
R2Cat4Quest1_2b2e75a0_2		Петабайт	game/syp.rpy	6986	"[what]"
R2Cat4Quest1_ece83569_10		неверно	game/syp.rpy	6987	"[what]"
R2Cat4Quest1_c461bde8_13		Герц	game/syp.rpy	6988	"[what]"
R2Cat4Quest1_7f0b075c_2		Гигабайт	game/syp.rpy	6995	"[what]"
R2Cat4Quest1_ece83569_11		неверно	game/syp.rpy	6996	"[what]"
R2Cat4Quest1_c461bde8_14		Герц	game/syp.rpy	6997	"[what]"
R2Cat4Quest2_b2042386	leader	Вопрос за 200	game/syp.rpy	7012	leader "[what]"
R2Cat4Quest2_6633be9b		Для чего был использован самый первый язык программирования 	game/syp.rpy	7013	"[what]"
R2Cat4Quest2_15c8a56f		верно	game/syp.rpy	7017	"[what]"
R2Cat4Quest2_ece83569		неверно	game/syp.rpy	7025	"[what]"
R2Cat4Quest2_18c95692		Ткацкого станка	game/syp.rpy	7026	"[what]"
R2Cat4Quest2_ece83569_1		неверно	game/syp.rpy	7034	"[what]"
R2Cat4Quest2_18c95692_1		Ткацкого станка	game/syp.rpy	7035	"[what]"
R2Cat4Quest2_ece83569_2		неверно	game/syp.rpy	7043	"[what]"
R2Cat4Quest2_18c95692_2		Ткацкого станка	game/syp.rpy	7044	"[what]"
R2Cat4Quest2_18c95692_3		Ткацкого станка	game/syp.rpy	7054	"[what]"
R2Cat4Quest2_15c8a56f_1		верно	game/syp.rpy	7055	"[what]"
R2Cat4Quest2_e3baed0f		ЭВМ	game/syp.rpy	7062	"[what]"
R2Cat4Quest2_ece83569_3		неверно	game/syp.rpy	7063	"[what]"
R2Cat4Quest2_18c95692_4		Ткацкого станка	game/syp.rpy	7064	"[what]"
R2Cat4Quest2_f58dd3c8		Шифровальная машина	game/syp.rpy	7071	"[what]"
R2Cat4Quest2_ece83569_4		неверно	game/syp.rpy	7072	"[what]"
R2Cat4Quest2_18c95692_5		Ткацкого станка	game/syp.rpy	7073	"[what]"
R2Cat4Quest2_040dbdbd		Радио приёмник	game/syp.rpy	7080	"[what]"
R2Cat4Quest2_ece83569_5		неверно	game/syp.rpy	7081	"[what]"
R2Cat4Quest2_18c95692_6		Ткацкого станка	game/syp.rpy	7082	"[what]"
R2Cat4Quest2_18c95692_7		Ткацкого станка	game/syp.rpy	7092	"[what]"
R2Cat4Quest2_15c8a56f_2		верно	game/syp.rpy	7093	"[what]"
R2Cat4Quest2_e3baed0f_1		ЭВМ	game/syp.rpy	7100	"[what]"
R2Cat4Quest2_ece83569_6		неверно	game/syp.rpy	7101	"[what]"
R2Cat4Quest2_18c95692_8		Ткацкого станка	game/syp.rpy	7102	"[what]"
R2Cat4Quest2_f58dd3c8_1		Шифровальная машина	game/syp.rpy	7109	"[what]"
R2Cat4Quest2_ece83569_7		неверно	game/syp.rpy	7110	"[what]"
R2Cat4Quest2_18c95692_9		Ткацкого станка	game/syp.rpy	7111	"[what]"
R2Cat4Quest2_040dbdbd_1		Радио приёмник	game/syp.rpy	7118	"[what]"
R2Cat4Quest2_ece83569_8		неверно	game/syp.rpy	7119	"[what]"
R2Cat4Quest2_18c95692_10		Ткацкого станка	game/syp.rpy	7120	"[what]"
R2Cat4Quest2_18c95692_11		Ткацкого станка	game/syp.rpy	7130	"[what]"
R2Cat4Quest2_15c8a56f_3		верно	game/syp.rpy	7131	"[what]"
